Unnamed: 0,video_id,title,thumbnail_url,video_description,channel_id,channel_url,video_duration,views_count,original_url,video_category,playable_in_embed,comments_count,like_count,channel_name,subscribers_count,upload_date,time_stamp,is_private,display_id,was_live,video_language,video_ext,extracted_date,hashtag,platform,media_type,comment_id,replied_to_comment_id,author_id,author_name,comment_date,comment_likes,comment_text,transcript_german,transcript_source,german_sentiment_transcript,sentiws_sentiment_transcript,german_sentiment_comments,sentiws_sentiment_comments
0,7232316188230028570,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ebed6b3b6c614fb8a80b3836bf7e39a9_1683904843?lk3s=81f88b70&x-expires=1723921200&x-signature=G4mf%2BY2RXBnXTzOB9ObDy7LcY1s%3D,Abgebildet ist die Bruttorente. Davon gehen noch Sozialabgaben und eventuelle Steuern ab. Rentensätze und Durchschnittsgehalt (West) für Juli 2023 liegen der Berechnung zugrunde.  So hoch sind die Abgaben auf die Rente: @finanzdenker  #rente #altersvorsorge #bruttonetto #rentenlücke #rentenversicherung #rentemit70 #renteneintrittsalter #finanzdenker #finanzwissen #finanzen #wissenswert #finanziellebildung #lernenmittiktok ,finanzdenker,No url available,8.0,102300.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/oM3bl8kgAUOR4n4jQcWDpqfMq4DEXkoPQSBegu/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=602&bt=301&cs=0&ds=6&ft=4fUEKMFx8Zmo0GwVW-4jVKZ1upWrKsd.&mime_type=video_mp4&qs=0&rc=NmU1OmQ4aGdlN2dkNWVnZkBpajtmZGg6ZmQ4azMzZjczM0AwLTA0YTVjNmAxNjMxXy4tYSNvNHAycjRfZmNgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723772155&l=20240815193546FEFCA804B07D3F690A49&ply_type=2&policy=2&signature=6dfc522f44336d68e57a3755c9053f0b&tk=tt_chain_token,,,125.0,229.0,,No subscribers count,2023-12-05,2023-05-12 15:20:41+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,,,AI_generated,"(['negative'], [[['positive', 0.1266702264547348], ['negative', 0.8723633885383606], ['neutral', 0.000966408581007272]]])",0.0,,
1,7223424547134000389,No title for tiktok,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/6060757e1e154886b97106308d376b73_1681834592?lk3s=81f88b70&x-expires=1723921200&x-signature=g%2BGlSorznGgdpFTbdXveuOxsErM%3D,"*Rechnung: 45 Beitragsjahre, höhere Inflation und Gehalt ausgeglichen durch steigende Rentenpunkte und Durchschnittsgehälter. Abgebildet ist die Nettorente für eine Person ohne Kinder, ohne Kirchensteuer, in Steuerklasse 1/4! Rentenwert und Abgaben anhand Stand Juli 2023! Betriebsrente/private Vorsorge kommen noch dazu! Lediglich Annäherung durch Modellrechnung! #rente #altersvorsorge #steuern #pension #bruttonetto #renteneintritt #rentenlücke #finanzdenker #finanzwissen #wissenswert #steuertipps ",finanzdenker,No url available,8.0,117000.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/o8QeIgBMRwpPALnkH8BUbvG2sJYEKDCQJesmBn/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2240&bt=1120&cs=0&ds=6&ft=4fUEKMFx8Zmo0hwVW-4jV0DCrpWrKsd.&mime_type=video_mp4&qs=0&rc=OGQ6aDw5Zmg2NDM2N2dkNkBpM3E8eTk6ZmxmajMzNzczM0AuMS0uYWI1NmIxNTI1MjUxYSNvcmEtcjRnMXNgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723772156&l=202408151935485BCF10525EC8A96D6A77&ply_type=2&policy=2&signature=47168ec80a9c288b32df8c4e3ed5cef6&tk=tt_chain_token,,,124.0,246.0,,No subscribers count,2023-04-18,2023-04-18 16:16:31+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,, Bis zum nächsten Mal. Tschüss. Tschüss.,AI_generated,"(['negative'], [[['positive', 0.020282147452235222], ['negative', 0.9717320203781128], ['neutral', 0.007985789328813553]]])",0.227,,
2,7263260634408553760,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/db9aa8914725444a8ad52cc07b74f9b1_1691109670?lk3s=81f88b70&x-expires=1723921200&x-signature=MnVG93OySQJIV07uImXHDTrMlAY%3D,Arbeiten und es bleibt nur eine kleine Rente! #armesdeutschland #rente #40jahrearbeiten #fffffffffffyyyyyyyyyyypppppppppppp #ffyp #ff_tiktokerz_official #fouryoupage #viral #tiktokviral #fffb ,christianmerkl580,No url available,60.0,1596.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/osORezDfQN3TBMPTEwgBSKQQnbAr8DguSBukEI/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1866&bt=933&cs=0&ds=6&ft=4fUEKMFx8Zmo0LwVW-4jVKZ1upWrKsd.&mime_type=video_mp4&qs=0&rc=Nzo3aWRlN2RlNTM4MzY2NEBpanEzeGk6ZjM3bTMzZjczM0AyYTNeLTMvNWIxLy4zLmMuYSMwZi5hcjRfZDNgLS1kMWNzcw%3D%3D&btag=e00090000&expire=1723772210&l=20240815193548722F511EA4D6576AF6B4&ply_type=2&policy=2&signature=d44e3bee88cad342e605954482773d46&tk=tt_chain_token,,,30.0,134.0,,No subscribers count,2023-04-08,2023-08-04 00:41:08+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,," Bei 40 Jahre Durcharbeiten bei einem Bruttogehalt von 2800 Euro hast du eine Rente von 8 bis 900 Euro. Das musst du dir mal vor Augen halten. 8 bis 900 Euro. So kostet teilweise eine Miete bei einer 2-Zimmerwohnung mit 60 Quadratmetern warm. Warm. Und du arbeitest dafür 40 Jahre. 40 Jahre stehst du jeden Morgen auf und kommst jeden Abend nach Hause. Hast gar keine Freizeit, hast keine Zeit für deine Familie, hast sowieso schon wenig Geld in der Tasche. Hast dann, wenn du noch nicht mal Rentner bist, vielleicht 1500, 1600 Euro. Musst da schon den Groschen umdrehen. Musst da vielleicht noch einen Teilzeitjob annehmen, dass du um die Runden kommst. Und wenn du dann Rentner bist, obwohl du die ganzen Jahre durchgeschuftet hast, die ganzen Jahre hast du deinen Arsch hingehalten, speisen die dich mit 8, 900 Euro Rente ab. Und einer, der Hartz IV oder Bürgergeld bezieht, hat mehr Geld als du in der Rente. Danke Deutschland, die rotzen dir dreckig ins Gesicht.",AI_generated,"(['negative'], [[['positive', 0.0036255591548979282], ['negative', 0.9870708584785461], ['neutral', 0.009303528815507889]]])",0.934,,
3,7238202799132003610,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/69d3e84bb65649e2a0f91d64a5939a2b_1685275511?lk3s=81f88b70&x-expires=1723921200&x-signature=o4rVx0dpIWJQDmjvPSNNx1glBps%3D,40 Jahre Arbeit Für 500 Euro Rente Kann Nicht Sein! @grillogtv #grillogtv #rente #altersarmut,aktienavocado,No url available,14.0,484700.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0037-aiso/oYkhIznCAnDzSQSCrQuBbe3aLDPkEEEQV0ce8Q/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2536&bt=1268&cs=0&ds=6&ft=4fUEKMFx8Zmo0LwVW-4jVRDrrpWrKsd.&mime_type=video_mp4&qs=0&rc=OjZoPDk2ZWlnN2VpZjk8NkBpajpzM2c6ZmtuazMzZjgzM0BeL2BfMTU0NS8xYjFeMS8yYSNpMmcxcjQwMm1gLS1kL2Nzcw%3D%3D&btag=e00088000&expire=1723772164&l=202408151935498601C54DAE78C46BA36B&ply_type=2&policy=2&signature=393d1d9430f01578b0a3609f7d740405&tk=tt_chain_token,,,323.0,21900.0,,No subscribers count,2023-05-28,2023-05-28 12:30:00+00:00,,,,fra-FR,mp4,13.08.2024,Rente,TikTok,video,,,,,,,," Es kann doch zum Beispiel auch nicht sein, dass ein Rentner, der 40 Jahre in diesem Land gearbeitet hat, mit 5-600 Euro Rente leben muss. Das ist doch eine Sauerei! Oder ein Altenpfleger, der jeden Tag irgendwelche Airschiffe von irgendwelchen alten Leuten sauber macht, nur 1600 bis 2000 Euro verdient.",AI_generated,"(['negative'], [[['positive', 0.003042832249775529], ['negative', 0.9966641068458557], ['neutral', 0.00029309146339073777]]])",0.716,,
4,7247504002177338651,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/d9d3d7a0307a4f488e8881b2af81b9c1_1687441135?lk3s=81f88b70&x-expires=1723921200&x-signature=qjvAAbtMOFWvkK4i6q6m3%2B31JRY%3D,"I dag ble styringsrenten økt på ny og det er varslet enda en renteheving til høsten.  Dette kan bety boliglånsrente opp mot 5,5 %! En ganske betydelig økning av den største kostnaden i din økonomi.  #inflasjon #renter #styringsrente #privatøkonomi #boliglån #boliglånsrente #rente #horde #hordeapp #økonomi",alf.gunnar,No url available,58.0,172100.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oIUvUAVginQaLhEy6SfthAoRwT2ScuInKDzKBt/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=918&bt=459&cs=0&ds=6&ft=4fUEKMFx8Zmo0NwVW-4jV0DCrpWrKsd.&mime_type=video_mp4&qs=0&rc=ZGRpZThpOzo0Mzg4aDY5OkBpM2pnb2Q6ZnA3bDMzZjgzM0AtNl5fM18tX18xNmJiMGAwYSNrXy5ncjRvcF5gLS1kL2Nzcw%3D%3D&btag=e00088000&expire=1723772210&l=202408151935510592B021F34F48676DAC&ply_type=2&policy=2&signature=c32aef8e04b7714fafadc8e54e0073fd&tk=tt_chain_token,,,139.0,3265.0,,No subscribers count,2023-06-22,2023-06-22 13:38:53+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,," Die Rente in Norge stieg weiter, und man erwartet, dass man im Sommer eine Bolansrente auf näher 5,5 % bekommt. Das ist ziemlich krass, denn es war nicht so lange her, dass es nur 1,5 % waren. Was bedeutet das für deine Wirtschaft? Hast du einen Lohn von ca. 4 Millionen, dann bezahltest du in den alten Tagen 16.000 Kr. pro Monat. Jetzt mit der neuen Rente, will die Rente im Monat über 24.000 Euro steigen. Das ist eigentlich eine 50%-Aufgabe. Das ist ziemlich krass, denn das ist der größte Kosten, den du gerne hast in deiner Wirtschaft. Die Rente kostet enorm. Bei diesem Lohn würde man in den alten Tagen ca. 6.000 Kr. bezahlen. Jetzt muss man über 200.000 Kr. pro Monat bezahlen. Das Positive ist, dass du von den Rentekosten auskommst. Aber das ist ziemlich krass. Das wird dich definitiv beeinflussen. Das kommt in Bezug auf die Inflation, die die Nahrungspreise und die Strompreise erhöht. Das wird drängiger. Watch out und keep the money safe.",AI_generated,"(['neutral'], [[['positive', 0.0556594580411911], ['negative', 0.20029255747795105], ['neutral', 0.744047999382019]]])",-0.342,,
5,7376679142181342470,No title for tiktok,https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0774756b4b61427eadee25284e0c618d_1717516960?lk3s=81f88b70&x-expires=1723921200&x-signature=WL%2FDX%2Ff2cHWJ8NsdIne7m7IJ7SM%3D,Tuesday Vibes 👑❤️✨️ . . . . . . #tuesdayvibes #vibewithme #curlyhair #blackmen #style ,renteriadirector,No url available,20.0,822.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/ogHfAeZGGCVMLm2IveIdn9gUvCSRKspgdrjoSA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1512&bt=756&cs=0&ds=6&ft=4fUEKMFx8Zmo04wVW-4jVuIurpWrKsd.&mime_type=video_mp4&qs=0&rc=MzYzaWQ3PGc4ZGloZDo2OEBpanBwO3E5cm9tczMzNzczM0AuLS1jYy0vNjAxLS8wYF82YSNhaGE2MmRzaGNgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723772173&l=202408151935524CEB3F5B31221168A573&ply_type=2&policy=2&signature=6a2a52f7975d842298d2d9b4953724d6&tk=tt_chain_token,,,6.0,71.0,,No subscribers count,2024-04-06,2024-06-04 16:02:37+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,,,AI_generated,"(['negative'], [[['positive', 0.1266702264547348], ['negative', 0.8723633885383606], ['neutral', 0.000966408581007272]]])",0.0,,
6,7380886243220933931,No title for tiktok,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/046c56c0383141ee9b54dcb636d9d255_1718496501?lk3s=81f88b70&x-expires=1723921200&x-signature=sTDYoxLsu65vU6PdI5ELQjsf5SQ%3D,"Move in with only $600 to this BRAND NEW apartment in Pharr!! 3B/2B Rent $1290, WATER & TRASH included!!! Mezcal Dr., Pharr TX 78577! Call NOW 956-627-5506 or text 956-342-1023! #rentapartment #pharr #texas #rgv956 #apartment #rentapartments #apartments #findnewhome ",rentnow1,No url available,46.0,273000.0,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c799-us/ok4GBUsjIiguG1th7nsiQAmEEQZL4b2BPyTm1/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2272&bt=1136&cs=0&ds=6&ft=4fUEKMFx8Zmo0YwVW-4jVJOxrpWrKsd.&mime_type=video_mp4&qs=0&rc=OjdmNTNmZzQ6ZzM3NTc0M0BpanA7dW85cjk1czMzZzczNEAzXy80YzE2NTIxNTRhYDVeYSNkYWI2MmQ0bWtgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1723772200&l=2024081519355319DB832E28564D69037D&ply_type=2&policy=2&signature=fe734cfe4243998b48f1ddbbe148b6f7&tk=tt_chain_token,,,180.0,1806.0,,No subscribers count,2024-06-16,2024-06-16 00:08:19+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,, Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe. Die Kugeln sind sehr lecker und haben eine leichte Farbe.,AI_generated,"(['positive'], [[['positive', 0.9978355765342712], ['negative', 0.0021314325276762247], ['neutral', 3.2933374313870445e-05]]])",0.044,,
7,7401434477412568321,No title for tiktok,https://p77-sign-sg-lite.tiktokcdn.com/obj/tos-alisg-p-0037/f8eeac4e3e8a4795bd52dbbd8255be7c_1723280763?lk3s=81f88b70&x-expires=1723921200&x-signature=RRXA2cDlzl5iDhicZL4Ls795Vxg%3D,#rentitfromyouchallange with @Hannah Rosenbloom 🌹 #thirdlapat #hannah4eve ,official_third,No url available,20.0,626500.0,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/ok2IqELCwAapANwEIifZ5zBAJEWTEiCPYkFZQ3/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3604&bt=1802&cs=0&ds=6&ft=4fUEKMFx8Zmo0YwVW-4jVtKzrpWrKsd.&mime_type=video_mp4&qs=0&rc=Zzw2OGVlOjs0NjtlNTY0aEBpMzducGo5cmZsdDMzODczNEA2MF9iYTZfNWIxMDJfXzFgYSMvcjUzMmRzbm9gLS1kMTFzcw%3D%3D&btag=e00088000&expire=1723772174&l=20240815193553B742081B6FA8F869859A&ply_type=2&policy=2&signature=2acab423ed8eac0665aa519d77bb1e74&tk=tt_chain_token,,,1022.0,101300.0,,No subscribers count,2024-10-08,2024-08-10 09:06:01+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,, Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt. Ich bin ein bisschen verletzt.,AI_generated,"(['neutral'], [[['positive', 0.056577857583761215], ['negative', 0.2341187745332718], ['neutral', 0.7093033194541931]]])",-7.283,,
8,7329794938558762258,No title for tiktok,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/a4642a2417c441138cda424bb1a5e9c5_1706600969?lk3s=81f88b70&x-expires=1723921200&x-signature=SOl9Ge3%2F3iNgQmYfgaMLx3hwRN8%3D,"‘Seasons of Love’ from the Brisbane media call of RENT the musical today! Goosebumps 🥹  Wanna see RENT on its tour of Australia?! Here are the details! 🎵 📍Brisbane, QPAC Playhouse Theatre - Now until 11 Feb 📍Melbourne, Arts Centre - 17 Feb until 7 March 📍Newcastle, Civic Theatre - 15 March until 17 March 📍Perth, His Majesty’s Theatre - 11 May until 19 May 📍Canberra, Canberra Theatre - 7 June until 13 June ⭐️ Purchase your tickets at: rentmusical.au ⭐️ #renthemusical #RENTmusicalau #theatretok #theatrekid #aussietheatre #australianmusicaltheatre #brisbanetheatre #melbournetheatre #seasonsoflove @QPAC @RENT Musical AU ",theatricallyalex,No url available,170.0,1800000.0,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oQ6EmeIRgDALj4cesqLgif7LkHI0aIAuGCVjAU/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1392&bt=696&cs=0&ds=6&ft=4fUEKMFx8Zmo0shVW-4jVN4GupWrKsd.&mime_type=video_mp4&qs=0&rc=PGQ5OjY2ZjlkO2g7aDk8aEBpanNudG85cjdkcDMzODczNEAwMF5jXzI2Xy8xNS8wMy0tYSNoMm0yMmRjZnBgLS1kMS1zcw%3D%3D&btag=e00090000&expire=1723772372&l=20240815193641523393E99C026468CF7D&ply_type=2&policy=2&signature=c72d7ae87d0ee312722738c0097bc1a5&tk=tt_chain_token,,,1151.0,80000.0,,No subscribers count,2024-01-30,2024-01-30 07:47:56+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,," 525.600 Minuten 525.000 Minuten, so sehr 525.600 Minuten Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? In den Tageslichten, in den Sonnen, in den Mittnachten, in den Koffern, in Inchern, in Meilen, in Lattern, in Streifen. 525.600 Minuten Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? In den Tageslichten, in den Sonnen, in den Koffern, in den Mittnachten, in Streifen. 525.600 Minuten 525.000 Minuten, so sehr 525.600 Minuten Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? In den Tageslichten, in den Sonnen, in den Mittnachten, in den Koffern, in den Mittnachten, in Streifen. 525.600 Minuten Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? Wie kann man es sich ausdrücken? In den Tageslichten, in den Sonnen, in den Mittnachten, in Streifen. In den Tageslichten, in den Sonnen, in den Mittnachten, in Streifen.",AI_generated,"(['neutral'], [[['positive', 0.007889358326792717], ['negative', 0.07206474989652634], ['neutral', 0.9200459122657776]]])",0.0,,
9,7401078114773650720,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/4def0eed7aa44c1bb7f16d646a39a969_1723197791?lk3s=81f88b70&x-expires=1723921200&x-signature=ig9peI7uCuIgU4cQbiwznA336T8%3D,2 Bedroom Flat available to rent in Forest Gate E7📍Enquire today!  #estateagent #london #rent #fyp #fyppppppppppppppppppppppp #viral #home #family #property #sale ,pureestates,No url available,15.0,16400.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/okVaeQtIGwV18E0fgIeuAighIL1QENGIT7Ijfr/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2368&bt=1184&cs=0&ds=6&ft=4fUEKMFx8Zmo0fhVW-4jVA5.rpWrKsd.&mime_type=video_mp4&qs=0&rc=N2Q7O2ZoOGc4OTwzOjZoZEBpM2lqb3g5cmd4dDMzZjczM0A0Yl5gYDUxX2IxLjYvNl8tYSNmMS5yMmRrYW5gLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723772218&l=2024081519364119DB832E28564D6923E1&ply_type=2&policy=2&signature=8ae98a7a0bb64f4e70faa6523fce4893&tk=tt_chain_token,,,25.0,170.0,,No subscribers count,2024-09-08,2024-08-09 10:03:07+00:00,,,,deu-DE,mp4,13.08.2024,Rente,TikTok,video,,,,,,,," I think the apple's rotten right to the core From all the things we've done From all the apples coming before I swept the apple down symmetrical lines Who wouldn't find us kinda scary Makes me just wanna die, die, die",AI_generated,"(['negative'], [[['positive', 0.02247927151620388], ['negative', 0.9774731397628784], ['neutral', 4.75540327897761e-05]]])",0.0,,
