Unnamed: 0,video_id,title,thumbnail_url,video_description,channel_id,channel_url,video_duration,views_count,original_url,video_category,playable_in_embed,comments_count,like_count,channel_name,subscribers_count,upload_date,time_stamp,is_private,display_id,was_live,video_language,video_ext,extracted_date,hashtag,platform,media_type,comment_id,replied_to_comment_id,author_id,author_name,comment_date,comment_likes,comment_text,transcript_german,transcript_source,german_sentiment_transcript,sentiws_sentiment_transcript,german_sentiment_comments,sentiws_sentiment_comments
0,7389926808793222433,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/764fa8dbaa724f8cbdd8b821937ad21c_1720601433?lk3s=81f88b70&x-expires=1723885200&x-signature=k%2B6C2PYtpF7VyR6I7I%2BI3L8hu14%3D,"Wer liebt es auch, Snack für unterwegs vorzubereiten? #frühstück #lunchboxideas #lunchbox #breakfast #laugenstange #fyp #fy #foryou ",nanah_el,No url available,33.0,23200.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/oozon4OzmAqIyAiI1h4EH4EQFRCRoxfyTQSBiV/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2746&bt=1373&cs=0&ds=6&ft=4fUEKMFx8Zmo0AO0W-4jVwCcrpWrKsd.&mime_type=video_mp4&qs=0&rc=OjtoODtnaTg3NmhpOThlOkBpamQ6a285cm03dDMzZjczM0A0M18vMy4yNmAxMWMvY2E2YSNeZW5tMmRjZDRgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723737599&l=20240815095924B742081B6FA8F8155F40&ply_type=2&policy=2&signature=6d2d401dfe2cb16f8b728877abf267e6&tk=tt_chain_token,,,26.0,482.0,,No subscribers count,2024-10-07,2024-07-10 08:50:30+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,," And it goes like this And I got a Ooh, na na na na na na Na na na na na na Make it pop, make it pop I can blow myself out Ooh, na na na na na na Come rock my mind Ooh, na na na na na For the day, for the sunshine And for the rain I will find myself In the sun Dress the night away, all is lost Baby, no, please",AI_generated,"(['negative'], [[['positive', 0.05375638231635094], ['negative', 0.9461665153503418], ['neutral', 7.711588114034384e-05]]])",0.0,,
1,7259747646972202266,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/1e8a0f6627034e5ca2bd0c5605b5aba6_1690291725?lk3s=81f88b70&x-expires=1723885200&x-signature=UV9k0CtNZNo8Cvd3i3%2FwmZyh3%2B8%3D,Was soll der rote Abfallcontainer? 🤔 #zueritrifft #erz #stadtzh #littering #züri #zürich #zürisee #utoquai #sommer #abfall #fyp ,erz_official,No url available,38.0,472900.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oQJeAnFfA47ZBizAglHPTE2QRz8sAYfra4feaM/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2736&bt=1368&cs=0&ds=6&ft=4fUEKMFx8Zmo0OO0W-4jVmRurpWrKsd.&mime_type=video_mp4&qs=0&rc=Z2loZjlmNjVkZ2c1ODNpNUBpMzR5NjU6ZjZ2bDMzZjczM0BfMzMtYzYvNTAxYDQxLjM2YSNeYV9gcjRvb3NgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723737605&l=20240815095925B742081B6FA8F8155FFA&ply_type=2&policy=2&signature=8ffe1152fbb6b3b187e7528b248ef587&tk=tt_chain_token,,,31.0,7895.0,,No subscribers count,2023-07-25,2023-07-25 13:28:44+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,," zu der Stadt Zürich. Was ist der rote Abfall? Container? Das ist mehr gemacht wegen der Pizzaschacht. Weil die bringen wir hier rein. Wieso ist er abgebunden? Wenn es nicht abgebunden wäre... Eines Mal im See? Ja, im See hineingewirrt, auf den Kopf gestellt. Aber wir haben noch vorne an der Chino-Wiese auch ganz viele rote Container, die sind nicht abgebunden. Die Idee ist, dass die Leute den Kübel abholen können. In die Wiese ziehen. Wir rollen. Dann ist es voll mit Bumbens. Den ganzen Abfall reinrühren. Ihr seht, so einfach ist es. Entsäugt einfach eure Müll im Abfall. So macht das Leben unserer Jungs etwas einfacher. Vielen Dank.",AI_generated,"(['negative'], [[['positive', 0.016599418595433235], ['negative', 0.8392019271850586], ['neutral', 0.14419861137866974]]])",-0.332,,
2,7336270114834107680,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/b8c1bfab1db94fdb8ac115d388a8572c_1708108502?lk3s=81f88b70&x-expires=1723885200&x-signature=OPOtE2JXPLbJJbLIb1H8CVo2%2B6Y%3D,Platten auf Mörtelsäckchen ,derbaucoach,No url available,71.0,69500.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/oMEejXGVnc1eRbLof1nUeuvIAgpLgILUGRgAbh/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1572&bt=786&cs=0&ds=6&ft=4fUEKMFx8Zmo0OO0W-4jVb7urpWrKsd.&mime_type=video_mp4&qs=0&rc=aTZpNTY2aGg7ZDRpO2g2aUBpMzs7b3Q5cmd0cTMzZjczM0AtYWAvXzQyNjExXl4uNDMzYSNgXjZiMmRzaDRgLS1kMWNzcw%3D%3D&btag=e00090000&expire=1723737638&l=2024081509592644CCE7E8602A5C14FA7C&ply_type=2&policy=2&signature=458745f7c2592f79180fc121adf54bef&tk=tt_chain_token,,,111.0,482.0,,No subscribers count,2024-02-16,2024-02-16 18:35:00+00:00,,,,ita-IT,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,," Platten auf Mörtel Säckchen legen. Ja, Gefrierbeutel mit Mörtel gefüllt und dann die Platten drauf gelegt. Ein bisschen Gefühl, aber ich finde es geht gut. Ihr könnt mich jetzt für einen Spinner halten oder für einen Fuscher oder sonst was. Ich habe es zigmal gemacht und es war super. Super, natürlich. Es klappt wirklich ziemlich gut Platten auf Mörtel Säckchen zu legen. Einige sagen das geht nicht, das hält nicht, das funktioniert nicht, es ist zu schwierig, du kannst ein anderes System nehmen. Natürlich, es gibt super gute Schienensysteme. Ich habe es selber gesehen, auch natürlich mit Tellerchen, wo du das drauf legen kannst oder auf den Splitt. Aber trotzdem auf Mörtel Säcke, das funktioniert. Wenn du es richtig machst und die richtig schön gewichtest und auch schön satt einlegst und wenn jetzt der nächste sagt, hey die Platten klappern danach, wenn du die drauf hast und das ist ganz unangenehm. Das ist so leicht, dann ziehst du eine Platte mit Plattenheber hoch, machst an den Ecken überall ein Klecksilikon, legst die Platte drauf und nichts klappert mehr. Das ist natürlich, das funktioniert sehr gut. Hatte ich an meiner Immobilie auch gehabt und es funktionierte wirklich gut.",AI_generated,"(['positive'], [[['positive', 0.9973106384277344], ['negative', 0.0026378436014056206], ['neutral', 5.151561344973743e-05]]])",3.503,,
3,7228992262368202011,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/e77eebabfe7742fe93f755964385af17_1683130935?lk3s=81f88b70&x-expires=1723885200&x-signature=kTz55%2B8xXXd8devD1PplGjcOWJ4%3D,Atomschutzstollen☢️⚠️ Olight Marauder Mini 🔦🤙 #urbex #urbexgermany #Bunker #atomschutzbunker #lostplacephotografie #verlasseneorte #shelter #underground  #kalterkrieg #geheim #underground #lostplace  #urbanexploring  #adventure #unterwelt #explorer  #decay #abandoned  #secretbunker #urbanexplorer #Deutschland  #Katastrophenfall  #vorbereitung  #Schutzbauwerk  #ernstfall  #gefunden  #secretplace,favorite_urbex,No url available,41.0,85400.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0037-aiso/ogSLxtnlI8AnEaBUsQDPqiEHDeoobReSkJklQK/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3018&bt=1509&cs=0&ds=6&ft=4fUEKMFx8Zmo0VR0W-4jVe8hrpWrKsd.&mime_type=video_mp4&qs=0&rc=Zzg8PGQ4aDk2M2lpM2lmZ0BpM2Rya2k6ZnM7azMzZjczM0BfYS41Y2AtX18xYS41Li5hYSNqajQxcjRfZzZgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723737609&l=202408150959276C10E6596926E414FC59&ply_type=2&policy=2&signature=456a30579f7e7a7945c793676e5a9111&tk=tt_chain_token,,,136.0,2175.0,,No subscribers count,2023-03-05,2023-05-03 16:22:12+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,," diesen Atomschutzbunker entdeckt. Mitten in Deutschland befinden sich immer noch vergessene Anlagen aus dem Kalten Krieg. Im Zweiten Weltkrieg wurde das Bauwerk als Luftschutzstollen der Bevölkerung zur Verfügung gestellt. In den 1970er Jahren wurde der Stollen als Atomschutzbunker umgebaut. Pibetten und Stühne sind aus der damaligen Zivilschutzverordnung. Solch gut erhaltene Bunker sind sehr selten. Der Bunker war mit richtig viel Equipment ausgestattet, wie zum Beispiel Feuerwehrschläuche zum Löschen eines Brandes im Objekt. Unzählige Wasserkanister sind im Bunker verteilt.",AI_generated,"(['neutral'], [[['positive', 0.0009994556894525886], ['negative', 0.003588022431358695], ['neutral', 0.9954125285148621]]])",-0.543,,
4,7323875904013225249,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/0551b8ea7e4e4fb0b0e5debeebb5f6f1_1705222755?lk3s=81f88b70&x-expires=1723885200&x-signature=EsnCXSwuY2ksW%2BBYeebwGFqTlZQ%3D,#foryoupage #fyp #viral #spirituell #spirituellestiktok #highermind #universemessage #healingtiktok #spirituelleserwachen #erinnerung ,spiritaawaked,No url available,11.0,8959.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/owHlogDMQDBECe5yfEAQIWYFv6jlvw4ImFHRPo/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1692&bt=846&cs=0&ds=6&ft=4fUEKMFx8Zmo0VR0W-4jVfkurpWrKsd.&mime_type=video_mp4&qs=0&rc=NmY3NDZlZzgzPGlpZDs0NkBpM3Z4cnY5cjx0cDMzZjczM0A1YmItNDA1Nl4xMC0tMzY1YSNgYHJlMmRjMWVgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723737579&l=20240815095927EF64A120A562C314A6CB&ply_type=2&policy=2&signature=de4c9b2f27e039f7cb2471c38c2e159f&tk=tt_chain_token,,,5.0,248.0,,No subscribers count,2024-01-14,2024-01-14 08:59:12+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,, SWR 2020,AI_generated,"(['positive'], [[['positive', 0.782310426235199], ['negative', 0.14610648155212402], ['neutral', 0.0715831071138382]]])",0.0,,
5,7210075137427688709,No title for tiktok,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/d1d87007678241a7b649c436413d09de_1678726441?lk3s=81f88b70&x-expires=1723885200&x-signature=lXpG%2BdiZ6wSI8BIerxw2u1gwRNQ%3D,#transition #fyp ,oleki_vfx,No url available,10.0,163900000.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/ooggqSz8fB5PBVPHGIoxAA0ClNqIUkQtoy6FLh/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1780&bt=890&cs=0&ds=6&ft=4fUEKMFx8Zmo0JR0W-4jV83GupWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwaHIxaDFybndmPDs3OzpmOWVpOGU5ODU8M0BpanNla2c6ZjpvajMzNzczM0BjRl5Nc3FePmJKYSNvYF90aHFmOiM0X2I0LWAxNjQxYTM0M2FgYSNsNmFmcjRvXjRgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723737579&l=20240815095928B742081B6FA8F81561B5&ply_type=2&policy=2&signature=77cdaf3894f7ca92c6668959233fdcea&tk=tt_chain_token,,,99300.0,28000000.0,,No subscribers count,2023-03-13,2023-03-13 16:54:00+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,,,AI_generated,"(['negative'], [[['positive', 0.1266702264547348], ['negative', 0.8723633885383606], ['neutral', 0.000966408581007272]]])",0.0,,
6,7265420831231151392,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/754a57a20ec24d6baae102f2864a9d5b_1691612626?lk3s=81f88b70&x-expires=1723888800&x-signature=fS%2BqpKrehwG9xVb2f8MSEhihb0E%3D,🌶🫑🧄#közbiber #paprika #einkochen #weck #konserve #turşu #kışhazırlıkları #einlegen #biberkonservesi ,enes.cxlik,No url available,9.0,5669.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068-euttp/o4YzQCEJGgtIe2j4DDU6bgvAn2BnpeAWfeo6bI/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3074&bt=1537&cs=0&ds=6&ft=4fUEKMFx8Zmo02N0W-4jVuEqrpWrKsd.&mime_type=video_mp4&qs=0&rc=OTo5aGZnMzM3NmdmaTk0aUBpM3FxOTM6Zmd5bTMzZjczM0AxLzExYl8xNV4xNjZfLS9jYSNyNWEzcjRnXzZgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723738363&l=202408151012332CA263C05F70D717E4DC&ply_type=2&policy=2&signature=3e5d5284d322b0c627ed0b96665ee1ad&tk=tt_chain_token,,,10.0,132.0,,No subscribers count,2023-09-08,2023-08-09 20:23:44+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,,"!""",AI_generated,"(['negative'], [[['positive', 0.1266702264547348], ['negative', 0.8723633885383606], ['neutral', 0.000966408581007272]]])",0.0,,
7,7225884608108317978,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/68612df4f9b1456cb572ca228cbb6d08_1682407375?lk3s=81f88b70&x-expires=1723888800&x-signature=5LHyF07YTYrsbgYs%2BnNieFSPtVs%3D,DIY Wood Splitter #CapCut #woodchipper #feuerholz #Grill #kamin #cnc #handmade #diy #spalter #woodsplittter #woodsplitting ,diy.projects.bw,No url available,7.0,13600.0,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/oknO7PKyIBORAQDQ9bRfEHCDn8zg3QmKVAAzek/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1536&bt=768&cs=0&ds=6&ft=4fUEKMFx8Zmo0GN0W-4jVtKzrpWrKsd.&mime_type=video_mp4&qs=0&rc=OzpnaTk8PDk5Zjw5O2Q2NkBpM20zNDQ6ZmZxazMzZjczM0A1LmAvXjU2XjYxM15fYmI1YSM1YjUtcjRncjBgLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723738362&l=202408151012342CA263C05F70D717E548&ply_type=2&policy=2&signature=05825774a722302189b88fe0e87dffe1&tk=tt_chain_token,,,6.0,334.0,,No subscribers count,2023-04-25,2023-04-25 07:22:53+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,, tea,AI_generated,"(['negative'], [[['positive', 0.38494381308555603], ['negative', 0.6115308403968811], ['neutral', 0.0035253241658210754]]])",0.0,,
8,7336679742780755233,No title for tiktok,https://p16-pu-sign-ie.tiktokcdn-eu.com/obj/tos-ie-p-0037-ie/a83dfc2848ce49939b7060e8a0d1498a_1708203897?lk3s=81f88b70&x-expires=1723888800&x-signature=kbvXvEDOabdIH72FdadBqcBvuaE%3D,Make the change to TLA floor insulation ✅ - Batched On Site - 1 day Installation - No Gaps between pipes/ No Joints - Consistent U-Value - No Shrinkage  - No Waste - Constant screed depth to get most out of your underfloor heating Contact us for any information or enquiries  📞087 426 9257 or contact this page directly #selfbuildireland #selfbuild #floorinsulation #insulation #beadinsulation ,mccolganscreeding,No url available,24.0,29600.0,https://v16-webapp-prime.tiktok.com/video/tos/ie/tos-ie-ve-0068c001-ie/oUTiYHD4IhyCrJ6AyRhBfiyI8tAiQ2IQGYyyE0/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=4622&bt=2311&cs=0&ds=6&ft=4fUEKMFx8Zmo0BN0W-4jVme1upWrKsd.&mime_type=video_mp4&qs=0&rc=NDZoNzgzOmg7aTU0aWdmaEBpM2wzd2w5cnBrcTMzazczNEAzNl5iXzEwNTQxNGJfMTAuYSNtNDBkMmRzcDVgLS1kMTRzcw%3D%3D&btag=e00088000&expire=1723738380&l=2024081510123569583286B7FA4A1618C6&ply_type=2&policy=2&signature=7374fbcbb35f1d96ad5dda4d04b9e44f&tk=tt_chain_token,,,15.0,389.0,,No subscribers count,2024-02-17,2024-02-17 21:04:54+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,," So bury my dreams, cause it's all in my head, no it's all in my head. I'm holding it back till I'm lying in bed. That's when all the walls close in on me. The other side is where I wanna be. Leave your words underneath my feet.",AI_generated,"(['negative'], [[['positive', 0.011287115514278412], ['negative', 0.9886566996574402], ['neutral', 5.6127966672647744e-05]]])",0.0,,
9,7329077965856214305,No title for tiktok,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/283aee769a6d47fea5de1d554c14e9af_1706433951?lk3s=81f88b70&x-expires=1723888800&x-signature=KvCfpfoqA%2BMd%2BQteXDfSD54ocyQ%3D,How amazing is the new Bogenraith Equestrian. This state of the art equestrian open kicks off with its first ever show today- an Ace Qualifier. Also home to a branch of one our stockists Norvite 👏 #equestrianlife #horsesoftiktok #equestrianbusiness #equestriansafety #eventersoftiktok #BogenraithEquestrian #showjumping #dressage ,fomoprotection,No url available,19.0,5003.0,https://v19-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/og5seXgbfAQ9cn9PgDjLZ1EAOEGeFIh6nDFIej/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2374&bt=1187&cs=0&ds=6&ft=4fUEKMFx8Zmo0hN0W-4jVq3qrpWrKsd.&mime_type=video_mp4&qs=0&rc=NDs1aTk5NDg2Z2g4OjVlaUBpM2VtdWs5cnk0cDMzZjczM0BhNTVhLzM2NWExM19eYy80YSNkbjRtMmRrbW9gLS1kMWNzcw%3D%3D&btag=e00088000&expire=1723738376&l=202408151012367B167A37D18422166E61&ply_type=2&policy=2&signature=9d754fc47774916d77a9977fdc402502&tk=tt_chain_token,,,4.0,273.0,,No subscribers count,2024-01-28,2024-01-28 09:25:49+00:00,,,,deu-DE,mp4,13.08.2024,vorsorgenfürsalter,TikTok,video,,,,,,,, Das war's für heute. Bis zum nächsten Mal. Tschüss.,AI_generated,"(['negative'], [[['positive', 0.00216831942088902], ['negative', 0.9926982522010803], ['neutral', 0.005133373662829399]]])",0.227,,
